_id,CD_DISCENTE,ANO_INGRESSO,SEMESTRE_INGRESSO,TIPO_INGRESSO,CAMPUS,COD_CURSO,CURSO,NATURALIDADE,UF_NATURALIDADE,PAIS_NATURALIDADE,BAIRRO_ENDERECO,CIDADE_ENDERECO,UF_ENDERECO,SEXO,ANO_NASCIMENTO,COTA,TIPO_COTA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,DEFICIENCIA
649,348415,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,ITAJUBA,MG,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2001,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
650,348963,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CHARNECA,CABO DE SANTO AGOSTINHO,PE,M,2003,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
651,348424,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CENTRO,IGARASSU,PE,M,1995,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
652,348354,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
653,348345,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,PRAZERES,JABOATAO DOS GUARARAPES,PE,F,2003,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
654,316419,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,ALTO DA COLINA,JABOATAO DOS GUARARAPES,PE,M,1981,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,S
655,348947,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,ALTO DA COLINA,JABOATAO DOS GUARARAPES,PE,M,1991,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
656,347952,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CURADO III,JABOATAO DOS GUARARAPES,PE,M,1997,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
657,305384,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,SOCORRO,JABOATAO DOS GUARARAPES,PE,M,1998,S,L1,APERFEICOAMENTO,SUPERIOR INCOMPLETO,N
658,350348,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,JARDIM JORDAO,JABOATAO DOS GUARARAPES,PE,M,2000,S,L5,"",ENSINO MEDIO,N
659,349550,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,M,2001,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
660,348973,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,BARRA DE JANGADA,JABOATAO DOS GUARARAPES,PE,M,2002,S,L2,"",SEGUNDO GRAU INCOMPLETO,N
661,349525,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CAJUEIRO SECO,JABOATAO DOS GUARARAPES,PE,M,2002,S,L6,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
662,348934,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CAVALEIRO,JABOATAO DOS GUARARAPES,PE,M,2002,S,L2,"",ENSINO FUNDAMENTAL INCOMPLETO,N
663,349982,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,VILA RICA,JABOATAO DOS GUARARAPES,PE,M,2003,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
664,350346,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,VISTA ALEGRE,JABOATAO DOS GUARARAPES,PE,M,2003,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
665,349972,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2000,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
666,349962,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JABOATAO DOS GUARARAPES,PE,BRA,COHAB,RECIFE,PE,M,2002,S,L1,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
667,348381,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JOAO ALFREDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
668,347769,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JOAO PESSOA,PB,BRA,CORDEIRO,RECIFE,PE,M,2000,N,A0,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,N
669,348326,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,JOAO PESSOA,PB,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
670,346511,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,LIMOEIRO,PE,BRA,JUÁ,LIMOEIRO,PE,F,2003,N,A0,"",ENSINO MEDIO,N
671,348373,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACAPA,AP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1997,N,A0,"",ENSINO SUPERIOR,N
672,348982,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACEIO,AL,BRA,CENTRO,CANDEIAS,BA,M,2001,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
673,348423,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACEIO,AL,BRA,PRADO,MACEIO,AL,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
674,348367,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MACEIO,AL,BRA,JATIUCA,MACEIO,AL,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
675,348408,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,MANAUS,AM,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
676,348343,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,NATAL,RN,BRA,BOA VIAGEM,RECIFE,PE,M,2001,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
677,347990,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,NATAL,RN,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
678,348335,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,F,2002,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
679,349968,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,ALTO NOVA OLINDA,OLINDA,PE,F,2003,S,L1,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
680,281833,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CAIXA DAGUA,OLINDA,PE,M,1991,N,A0,"","",N
681,252962,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CAIXA DAGUA,OLINDA,PE,M,1991,N,A0,"","",N
682,203377,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CAIXA DAGUA,OLINDA,PE,M,1991,N,A0,"","",N
683,348412,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,M,2000,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
684,347718,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CASA CAIADA,OLINDA,PE,M,2002,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
685,348421,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CASA CAIADA,OLINDA,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
686,346926,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,PEIXINHOS,OLINDA,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
687,348429,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,PAU AMARELO,PAULISTA,PE,F,2002,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
688,348395,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,NOSSA SENHORA DO O,PAULISTA,PE,M,1999,N,A0,"",ENSINO FUNDAMENTAL INCOMPLETO,N
689,348961,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,PAU AMARELO,PAULISTA,PE,M,2000,S,L2,"",ENSINO MEDIO,N
690,349552,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,ARTUR LUNDGREN L,PAULISTA,PE,M,2002,S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
691,348980,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JANGA,PAULISTA,PE,M,2002,S,L2,ENSINO MEDIO,ENSINO SUPERIOR,N
692,350330,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,JANGA,PAULISTA,PE,M,2003,S,L5,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
693,349531,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,IMBIRIBEIRA,RECIFE,PE,F,2004,S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
694,349524,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1998,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
695,348392,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,CAMPO GRANDE,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
696,348333,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,MONTEIRO,RECIFE,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
697,349545,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,NOVA DESCOBERTA,RECIFE,PE,M,2003,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
698,350341,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,BOA VISTA,RECIFE,PE,M,2003,S,L5,ENSINO SUPERIOR,ENSINO FUNDAMENTAL,N
699,350294,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,VARZEA,RECIFE,PE,M,2003,S,L5,"",ENSINO SUPERIOR,N
700,348948,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OLINDA,PE,BRA,BREJO DE BEBERIBE,RECIFE,PE,M,2003,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
701,349973,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OSASCO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,S,L1,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
702,349529,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,OURICURI,PE,BRA,CENTRO,OURICURI,PE,M,1998,S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,N
703,348389,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,F,2002,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
704,350328,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,M,2001,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
705,348410,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,CENTRO,ABREU E LIMA,PE,M,2002,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
706,348328,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,JATOBA,OLINDA,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
707,348953,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,ARTUR LUNDGREN L,PAULISTA,PE,F,2003,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
708,342368,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,NOSSA SENHORA DO Ó,PAULISTA,PE,M,2001,S,L1,"","",N
709,345821,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,NOSSA SENHORA DA CONCEICAO,PAULISTA,PE,M,2002,S,L2,"",SEGUNDO GRAU INCOMPLETO,N
710,349542,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,JANGA,PAULISTA,PE,M,2003,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
711,350347,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,NOSSA SENHORA DA CONCEICAO,PAULISTA,PE,M,2003,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
712,348774,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,ARTUR LUNDGREN II,PAULISTA,PE,M,2003,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
713,349536,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULISTA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1978,S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,N
714,349548,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULO AFONSO,BA,BRA,ABEL BARBOSA,PAULO AFONSO,BA,M,2000,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
715,349538,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PAULO AFONSO,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1999,S,L6,"",ENSINO SUPERIOR,N
716,348337,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PESQUEIRA,PE,BRA,IMBIRIBEIRA,RECIFE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
717,349522,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,PESQUEIRA,PE,BRA,CENTRO,SANHARO,PE,F,2003,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
718,348630,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,POMBOS,PE,BRA,ITAPECIRICA/POMBOS RURAL,POMBOS,PE,F,2001,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
719,347928,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,POUSO ALEGRE,MG,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1999,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
720,348943,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PLANALTO,ABREU E LIMA,PE,F,2003,S,L2,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
721,339406,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,TIMBI,CAMARAGIBE,PE,F,1998,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
722,350324,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,F,2002,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
723,349977,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,TIMBI,CAMARAGIBE,PE,F,2003,S,L1,"",SEGUNDO GRAU INCOMPLETO,N
724,350339,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ALDEIA,CAMARAGIBE,PE,M,2001,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
725,349359,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,M,2002,S,L6,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
726,350353,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,M,2003,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
727,348317,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,NOVA CARUARU,CARUARU,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
728,348419,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CENTRO,IGARASSU,PE,M,2003,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
729,328415,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CAJUEIRO SECO,JABOATAO DOS GUARARAPES,PE,F,1998,S,L2,"",SUPERIOR INCOMPLETO,N
730,348983,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,GUARARAPES,JABOATAO DOS GUARARAPES,PE,F,2000,S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
731,349477,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,MURIBECA,JABOATAO DOS GUARARAPES,PE,F,2002,S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
732,276217,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,MARCOS FREIRE,JABOATAO DOS GUARARAPES,PE,M,1974,S,L6,"","",N
733,349539,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ALTO DA COLINA,JABOATAO DOS GUARARAPES,PE,M,1995,S,L6,ENSINO SUPERIOR,ENSINO MEDIO,N
734,300297,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,1998,N,A0,"","",N
735,349974,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BARRA DE JANGADA,JABOATAO DOS GUARARAPES,PE,M,2001,S,L1,"",ENSINO SUPERIOR,N
736,348280,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,M,2002,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
737,347173,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
738,348428,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
739,348956,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,M,2002,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
740,348967,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CURADO III,JABOATAO DOS GUARARAPES,PE,M,2002,S,L2,"",ENSINO SUPERIOR,N
741,349528,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ENGENHO VELHO,JABOATAO DOS GUARARAPES,PE,M,2002,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
742,348383,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
743,348394,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,SUCUPIRA,JABOATAO DOS GUARARAPES,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
744,348398,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,2003,N,A0,"",ENSINO SUPERIOR,N
745,348388,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CURADO IV,JABOATAO DOS GUARARAPES,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
746,350262,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PRAZERES,JABOATAO DOS GUARARAPES,PE,M,2003,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
747,349079,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,2003,S,L6,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
748,348397,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,SANTO ANTONIO,MOSSORO,RN,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
749,346065,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CENTRO,NAZARE DA MATA,PE,M,2003,S,L6,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
750,348401,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BULTRINS,OLINDA,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
751,348339,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,RIO DOCE,OLINDA,PE,M,2001,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
752,348417,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CAIXA D'AGUA,OLINDA,PE,M,2003,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
753,348387,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,RIO DOCE,OLINDA,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
754,348425,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,OURO PRETO,OLINDA,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
755,350332,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AGUAS COMPRIDAS,OLINDA,PE,M,2003,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
756,350051,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,GUADALUPE,OLINDA,PE,M,2004,S,L5,"",ENSINO MEDIO,N
757,349976,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ARTUR LUNDGREN L,PAULISTA,PE,F,2001,S,L1,ENSINO MEDIO,ENSINO SUPERIOR,N
758,349966,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ARTUR LUNDGREN II,PAULISTA,PE,F,2002,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
759,348332,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ARTUR LUNDGREN II,PAULISTA,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
760,350333,2021,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,NOSSA SENHORA DO O,PAULISTA,PE,F,2003,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
